Emotion,Description,Source
Conflict,"A state of universal hostility and struggle, where individuals are in constant opposition against one another.",The Book of Human Emotions
Indifference,"The statement reflects a detached and unemotional attitude towards the value of life, suggesting a lack of concern or empathy for the survival of others.",The Book of Human Emotions
Jealousy,"The text discusses the emergence and increase of sibling jealousy in the early twentieth century, as analyzed by Peter Stearns in his study on social interactions and familial dynamics.",The Book of Human Emotions
Frustration,The character expresses intense irritation and agitation caused by the pressures of competition.,The Book of Human Emotions
Creativity,"Children exhibit resourcefulness and originality, showcasing their ability to think imaginatively and solve problems innovatively.",The Book of Human Emotions
Ease,"A state of comfort and relaxation, characterized by a lack of effort or resistance, as described in the context of Montaigne's reflections on the disadvantages of greatness.",The Book of Human Emotions
Anger,"Intense frustration or fury experienced while driving, often triggered by perceived slights, delays, or reckless behavior of others on the road.",The Book of Human Emotions
Generosity,"The study explores how subtle cues influence prosocial behavior, specifically generosity, even in anonymous settings, highlighting the impact of environmental factors on altruistic actions.",The Book of Human Emotions
Sadness,"A feeling of sorrow or unhappiness, often caused by loss, disappointment, or distress.",The Book of Human Emotions
Gratitude,"The author expresses appreciation for Erin Sullivan's generosity in sharing her unpublished work, which contributed to their understanding of the topic.",The Book of Human Emotions
Loneliness,"The speaker expresses a profound sense of isolation, identifying themselves as inherently solitary and disconnected.",The Book of Human Emotions
Not provided,"The text does not explicitly describe an emotion; it references a historical work, ""The Castell of Helth"" by Thomas Elyot, without detailing emotional content.",The Book of Human Emotions
Fear,"The text refers to fear, particularly in the context of societal concerns about the medicalization of normal emotional experiences, such as sadness, into psychiatric disorders.",The Book of Human Emotions
Pain,"The inability to endure emotional or physical suffering, as explored in the context of emotional literacy and coping mechanisms.",The Book of Human Emotions
Satisfaction,"A feeling of contentment or fulfillment arising from achieving a goal, meeting expectations, or experiencing something pleasing.",The Book of Human Emotions
Disdain,"A strong expression of contempt and disapproval, accusing someone of being insincere or deceptive.",The Book of Human Emotions
Curiosity,"The text conveys curiosity about the historical and cultural evolution of smiling, specifically its transformation during the 18th century in Paris, as explored in Colin Jones's book.",The Book of Human Emotions
Satisfaction,"A ""secret joy"" described as a fulfilling and contented feeling, referenced in the Encyclopaedia by Diderot and d’Alembert, highlighting its subtle and personal nature.",The Book of Human Emotions
Schadenfreude,Pleasure or satisfaction derived from witnessing another person's misfortune or difficulties.,The Book of Human Emotions
Sweetness,"The emotion reflects a pleasant and gratifying sensation derived from perception, as expressed in Lucretius's philosophical work.",The Book of Human Emotions
Excitement,"A feeling of intense happiness and anticipation, characterized by a glowing sense of pleasure.",The Book of Human Emotions
Self-pity,"A feeling of excessive sorrow or pity for oneself, often stemming from perceived misfortune or hardship, leading to a focus on personal suffering.",The Book of Human Emotions
Paranoia,"Marvin, a character from ""The Hitchhiker’s Guide to the Galaxy,"" exhibits a paranoid and depressive outlook, characterized by persistent negativity and distrust, reflecting his unique personality as a pessimistic android.",The Book of Human Emotions
Detachment,"A state of emotional separation where one views themselves as an external observer, disconnected from their own identity or experiences.",The Book of Human Emotions
Shame,"A painful feeling of humiliation or distress caused by the consciousness of wrong or foolish behavior, often tied to self-perception and societal judgment.",The Book of Human Emotions
Devastation,"A profound emotional impact likened to a soul-shaking experience, representing intense disturbance or upheaval.",The Book of Human Emotions
Inner turmoil,"A metaphorical ""internal hemorrhage"" suggesting deep emotional distress or existential suffering, as referenced in Sartre's exploration of phenomenological ontology.",The Book of Human Emotions
Shame,"The speaker expresses deep remorse and self-reproach, fearing judgment and rejection due to their perceived moral failure or transgression.",The Book of Human Emotions
Not provided,"The text does not explicitly describe an emotion, instead referencing a cultural analysis by Ruth Benedict in her book ""The Chrysanthemum and the Sword,"" which examines Japanese culture.",The Book of Human Emotions
